Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  157752/147525962     Tree::FallTree() (troll.cpp:1641 @ 404bb5) [569]
                0.91    0.00 147361510/147525962     Tree::DisperseSeed() (troll.cpp:1556 @ 40433d) [183]
[249]    0.0    0.91    0.00 147525962         std::cos(float) (cmath:204 @ 40e0cc) [249]
-----------------------------------------------
                0.72    0.00 655625534/655625534     void std::_Destroy<int*>(int*, int*) (stl_construct.h:126 @ 4107f6) [221]
[270]    0.0    0.72    0.00 655625534         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) (stl_construct.h:112 @ 410a41) [270]
-----------------------------------------------
                0.71    0.00       1/1           __libc_csu_init [274]
[272]    0.0    0.71    0.00       1         _GLOBAL__sub_I_buffer (troll.cpp:3552 @ 40e053) [272]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) (troll.cpp:3552 @ 40df3a) [682]
-----------------------------------------------
                                                 <spontaneous>
[274]    0.0    0.00    0.71                 __libc_csu_init [274]
                0.71    0.00       1/1           _GLOBAL__sub_I_buffer (troll.cpp:3552 @ 40e053) [272]
-----------------------------------------------
                0.66    0.00 654185552/654185552     UpdateTree() (troll.cpp:2948 @ 40b193) [119]
[279]    0.0    0.66    0.00 654185552         std::vector<int, std::allocator<int> >::clear() (stl_vector.h:1125 @ 40fc74) [279]
-----------------------------------------------
                                                 <spontaneous>
[284]    0.0    0.61    0.00                 __tcf_0 (troll.cpp:93 @ 40deff) [284]
-----------------------------------------------
                0.59    0.00 655625534/655625534     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) (stl_construct.h:151 @ 4102c8) [226]
[285]    0.0    0.59    0.00 655625534         void std::_Destroy<int*>(int*, int*) (stl_construct.h:122 @ 4107e1) [285]
-----------------------------------------------
                0.00    0.00 1439982/658505498     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:365 @ 410047) [548]
                0.00    0.00 1439982/658505498     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:372 @ 410084) [502]
                0.00    0.00 1439982/658505498     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:385 @ 4100c0) [571]
                0.53    0.00 654185552/658505498     std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) (stl_vector.h:1350 @ 40fe1c) [236]
[293]    0.0    0.53    0.00 658505498         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() (stl_vector.h:113 @ 410298) [293]
-----------------------------------------------
                0.53    0.00 960000000/960000000     UpdateField() (troll.cpp:2692 @ 40a360) [160]
[295]    0.0    0.53    0.00 960000000         Tree::CalcLAI() (troll.cpp:1202 @ 402c96) [295]
-----------------------------------------------
                0.52    0.00 654294700/654294700     Tree::Average() (troll.cpp:1725 @ 4055ec) [118]
[297]    0.0    0.52    0.00 654294700         __gnu_cxx::__promote_2<float, double, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<float, double>(float, double) (cmath:434 @ 40fb09) [297]
-----------------------------------------------
                0.17    0.00 27519982/81119964     std::vector<int, std::allocator<int> >::begin() (stl_vector.h:539 @ 40f88f) [386]
                0.34    0.00 53599982/81119964     std::vector<int, std::allocator<int> >::end() (stl_vector.h:557 @ 40f8b9) [296]
[299]    0.0    0.52    0.00 81119964         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) (stl_iterator.h:726 @ 40fc9e) [299]
-----------------------------------------------
                0.50    0.00 960000000/960000000     Average() (troll.cpp:3044 @ 40b6ab) [135]
[302]    0.0    0.50    0.00 960000000         Tree::Average() (troll.cpp:1715 @ 4053d8) [302]
-----------------------------------------------
                0.47    0.00 654301400/654301400     Tree::Update() (troll.cpp:1609 @ 404a5f) [187]
[305]    0.0    0.47    0.00 654301400         Tree::Growth() (troll.cpp:1329 @ 4034f0) [305]
-----------------------------------------------
                0.45    0.00 681296615/681296615     Tree::Update() (troll.cpp:1580 @ 404460) [43]
[311]    0.0    0.45    0.00 681296615         Species::DeathRate(float, float, int) (troll.cpp:820 @ 40e504) [311]
-----------------------------------------------
                0.36    0.00 654301400/654301400     Tree::Growth() (troll.cpp:1408 @ 4039f7) [286]
[334]    0.0    0.36    0.00 654301400         Tree::UpdateLeafDynamics() (troll.cpp:1439 @ 403b4a) [334]
-----------------------------------------------
                0.35    0.00 654185552/654185552     UpdateField() (troll.cpp:2748 @ 40a4f4) [174]
[339]    0.0    0.35    0.00 654185552         Tree::DisperseSeed() (troll.cpp:1537 @ 40416a) [339]
-----------------------------------------------
                0.31    0.00 305647461/305647461     UpdateTree() (troll.cpp:2941 @ 40b058) [16]
[358]    0.0    0.31    0.00 305647461         std::vector<int, std::allocator<int> >::operator[](unsigned long) (stl_vector.h:770 @ 40fc4a) [358]
-----------------------------------------------
                0.00    0.00 1439982/311574376     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1338 @ 4105f4) [573]
                0.00    0.00 1439982/311574376     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1342 @ 41066b) [504]
                0.00    0.00 2879964/311574376     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1341 @ 41062f) [567]
                0.22    0.00 305814448/311574376     UpdateTree() (troll.cpp:2939 @ 40b026) [199]
[389]    0.0    0.22    0.00 311574376         std::vector<int, std::allocator<int> >::size() const (stl_vector.h:645 @ 40fc1a) [389]
-----------------------------------------------
                0.17    0.00 213506447/213506447     Tree::Growth() (troll.cpp:1408 @ 4039f7) [286]
[399]    0.0    0.17    0.00 213506447         Tree::UpdateTreeBiometry() (troll.cpp:1470 @ 403d88) [399]
-----------------------------------------------
                                                 <spontaneous>
[403]    0.0    0.16    0.00                 int* std::copy_backward<int*, int*>(int*, int*, int*) (stl_algobase.h:619 @ 41058f) [403]
-----------------------------------------------
                0.03    0.00     163/726         AllocMem() (troll.cpp:2502 @ 409b7e) [468]
                0.03    0.00     163/726         AllocMem() (troll.cpp:2504 @ 409bc6) [469]
                0.08    0.00     400/726         Initialise() (troll.cpp:2274 @ 408a53) [439]
[409]    0.0    0.14    0.00     726         maxf(float, float) (troll.cpp:346 @ 40e247) [409]
-----------------------------------------------
                0.00    0.00 1439982/214399928     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:365 @ 410047) [548]
                0.00    0.00 1439982/214399928     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:372 @ 410084) [502]
                0.03    0.00 52160000/214399928     bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:813 @ 40fd20) [387]
                0.03    0.00 52160000/214399928     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:825 @ 40fd8b) [416]
                0.07    0.00 107199964/214399928     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:898 @ 40fe7b) [398]
[410]    0.0    0.14    0.00 214399928         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const (stl_iterator.h:790 @ 40feae) [410]
-----------------------------------------------
                                                 <spontaneous>
[414]    0.0    0.13    0.00                 __gnu_cxx::new_allocator<int>::~new_allocator() (new_allocator.h:86 @ 410a2e) [414]
-----------------------------------------------
                                                 <spontaneous>
[421]    0.0    0.12    0.00                 std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_iterator_base_types.h:212 @ 41080b) [421]
-----------------------------------------------
                0.09    0.00 147361510/147361510     Tree::DisperseSeed() (troll.cpp:1557 @ 404373) [390]
[430]    0.0    0.09    0.00 147361510         Species::FillSeed(int, int) (troll.cpp:613 @ 4022b2) [430]
-----------------------------------------------
                0.09    0.00       1/1           main (troll.cpp:1824 @ 4061a5) [432]
[433]    0.0    0.09    0.00       1         sgenrand2i(unsigned long) (troll.cpp:3509 @ 40dca7) [433]
-----------------------------------------------
                                                 <spontaneous>
[436]    0.0    0.08    0.00                 std::allocator<int>::~allocator() (allocator.h:121 @ 4107c2) [436]
-----------------------------------------------
                                                 <spontaneous>
[437]    0.0    0.08    0.00                 std::atan2(float, float) (cmath:164 @ 40e088) [437]
-----------------------------------------------
                0.06    0.00 26080000/26080000     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::remove<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:1101 @ 40f8f0) [438]
[444]    0.0    0.06    0.00 26080000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:4432 @ 40fcc3) [444]
-----------------------------------------------
                0.06    0.00 26080000/26080000     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:4441 @ 40fcdd) [412]
[445]    0.0    0.06    0.00 26080000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:158 @ 4102f0) [445]
-----------------------------------------------
                0.00    0.00 1439982/53599982     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:344 @ 40ffd2) [568]
                0.02    0.00 26080000/53599982     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:162 @ 410309) [467]
                0.02    0.00 26080000/53599982     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) (stl_algo.h:183 @ 410401) [450]
[452]    0.0    0.05    0.00 53599982         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:896 @ 40fe65) [452]
-----------------------------------------------
                0.00    0.00    6700/27001915     Tree::FallTree() (troll.cpp:1662 @ 404fa6) [576]
                0.00    0.00  203832/27001915     Tree::Update() (troll.cpp:1605 @ 404a44) [406]
                0.04    0.00 26791383/27001915     Tree::Update() (troll.cpp:1594 @ 40474a) [373]
[457]    0.0    0.04    0.00 27001915         Tree::Death() (troll.cpp:1513 @ 40408e) [457]
-----------------------------------------------
                0.04    0.00 26080000/26080000     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::remove<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:1102 @ 40f90b) [454]
[458]    0.0    0.04    0.00 26080000         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:811 @ 40fd0a) [458]
-----------------------------------------------
                0.04    0.00 26080000/26080000     Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (troll.cpp:577 @ 4021d6) [355]
[459]    0.0    0.04    0.00 26080000         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (vector.tcc:146 @ 40f9b8) [459]
-----------------------------------------------
                0.00    0.00 1439982/53599982     std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:913 @ 40fae5) [262]
                0.03    0.00 52160000/53599982     Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (troll.cpp:577 @ 4021d6) [355]
[470]    0.0    0.03    0.00 53599982         std::vector<int, std::allocator<int> >::end() (stl_vector.h:556 @ 40f8a8) [470]
-----------------------------------------------
                0.01    0.00 2879964/8639892     int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:424 @ 410ce5) [472]
                0.02    0.00 5759928/8639892     int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:428 @ 410d01) [494]
[471]    0.0    0.03    0.00 8639892         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:277 @ 410afb) [471]
-----------------------------------------------
                0.02    0.01 2879964/2879964     int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:460 @ 410cb4) [449]
[472]    0.0    0.02    0.01 2879964         int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:424 @ 410ce5) [472]
                0.01    0.00 2879964/8639892     std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:277 @ 410afb) [471]
-----------------------------------------------
                0.00    0.00 1439982/27519982     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:343 @ 40ffb8) [503]
                0.02    0.00 26080000/27519982     Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (troll.cpp:577 @ 4021d6) [355]
[479]    0.0    0.03    0.00 27519982         std::vector<int, std::allocator<int> >::begin() (stl_vector.h:538 @ 40f87e) [479]
-----------------------------------------------
                0.03    0.00 2879964/2879964     int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) (stl_algobase.h:390 @ 41085e) [481]
[480]    0.0    0.03    0.00 2879964         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) (stl_algobase.h:368 @ 410a7a) [480]
-----------------------------------------------
                0.02    0.00 26080000/26080000     std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (vector.tcc:149 @ 40f9d2) [478]
[483]    0.0    0.02    0.00 26080000         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator.h:823 @ 40fd75) [483]
-----------------------------------------------
                0.02    0.00 26080000/26080000     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:4441 @ 40fcdd) [412]
[484]    0.0    0.02    0.00 26080000         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) (stl_iterator_base_types.h:201 @ 4102dd) [484]
-----------------------------------------------
                0.02    0.00 26080000/26080000     Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (troll.cpp:577 @ 4021d6) [355]
[485]    0.0    0.02    0.00 26080000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::remove<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (stl_algo.h:1091 @ 40f8d6) [485]
-----------------------------------------------
                0.01    0.00 27111063/27111063     UpdateTree() (troll.cpp:2943 @ 40b0ee) [114]
[505]    0.0    0.01    0.00 27111063         Tree::Birth(Species*, int, int) (troll.cpp:1092 @ 402482) [505]
-----------------------------------------------
                0.00    0.00 5759928/14399820     std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) (stl_algobase.h:289 @ 410888) [565]
                0.01    0.00 8639892/14399820     std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:278 @ 410b0c) [549]
[506]    0.0    0.01    0.00 14399820         std::_Iter_base<int*, false>::_S_base(int*) (stl_iterator_base_types.h:212 @ 410ae4) [506]
-----------------------------------------------
                0.01    0.00 2879964/2879964     int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:281 @ 410702) [544]
[507]    0.0    0.01    0.00 2879964         int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:256 @ 410997) [507]
-----------------------------------------------
                0.01    0.00 1439982/1439982     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:343 @ 40ffb8) [503]
[508]    0.0    0.01    0.00 1439982         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1336 @ 4105da) [508]
-----------------------------------------------
                0.01    0.00  160000/160000      FreeMem() (troll.cpp:3400 @ 40d7fc) [518]
[509]    0.0    0.01    0.00  160000         Tree::~Tree() (troll.cpp:1057 @ 40f77a) [509]
-----------------------------------------------
                0.01    0.00 5759928/5759928     int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:460 @ 410cb4) [449]
[551]    0.0    0.01    0.00 5759928         std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) (stl_algobase.h:288 @ 410877) [551]
-----------------------------------------------
                0.00    0.00 1439982/4319946     __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) (new_allocator.h:101 @ 410969) [1507]
                0.00    0.00 2879964/4319946     __gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) (alloc_traits.h:221 @ 410b50) [646]
[645]    0.0    0.00    0.00 4319946         __gnu_cxx::new_allocator<int>::max_size() const (new_allocator.h:113 @ 410b88) [645]
-----------------------------------------------
                0.00    0.00 2879964/2879964     std::vector<int, std::allocator<int> >::max_size() const (stl_vector.h:651 @ 410905) [1523]
[646]    0.0    0.00    0.00 2879964         __gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) (alloc_traits.h:221 @ 410b50) [646]
                0.00    0.00 2879964/4319946     __gnu_cxx::new_allocator<int>::max_size() const (new_allocator.h:113 @ 410b88) [645]
-----------------------------------------------
                0.00    0.00 2879964/2879964     std::vector<int, std::allocator<int> >::max_size() const (stl_vector.h:651 @ 410905) [1523]
[647]    0.0    0.00    0.00 2879964         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const (stl_vector.h:117 @ 410b70) [647]
-----------------------------------------------
                0.00    0.00 1439982/2879964     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1338 @ 4105f4) [573]
                0.00    0.00 1439982/2879964     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1342 @ 41066b) [504]
[648]    0.0    0.00    0.00 2879964         std::vector<int, std::allocator<int> >::max_size() const (stl_vector.h:650 @ 4108f4) [648]
-----------------------------------------------
                0.00    0.00 2879964/2879964     int* std::uninitialized_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:117 @ 410bbe) [1590]
[649]    0.0    0.00    0.00 2879964         int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:91 @ 410c68) [649]
-----------------------------------------------
                0.00    0.00 2879964/2879964     int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) (stl_algobase.h:428 @ 410d01) [494]
[650]    0.0    0.00    0.00 2879964         int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) (stl_algobase.h:379 @ 410841) [650]
-----------------------------------------------
                0.00    0.00 2879964/2879964     int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:258 @ 4109b4) [496]
[651]    0.0    0.00    0.00 2879964         int* std::uninitialized_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:107 @ 410ba5) [651]
-----------------------------------------------
                0.00    0.00 1439982/2879964     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:362 @ 41006c) [1557]
                0.00    0.00 1439982/2879964     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:369 @ 4100aa) [540]
[652]    0.0    0.00    0.00 2879964         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) (stl_uninitialized.h:274 @ 4106e5) [652]
-----------------------------------------------
                0.00    0.00 2879964/2879964     int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) (stl_uninitialized.h:93 @ 410c81) [463]
[653]    0.0    0.00    0.00 2879964         int* std::copy<int*, int*>(int*, int*, int*) (stl_algobase.h:450 @ 410c9a) [653]
-----------------------------------------------
                0.00    0.00 1439982/1439982     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) (stl_vector.h:168 @ 4106bd) [1530]
[654]    0.0    0.00    0.00 1439982         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) (new_allocator.h:99 @ 410950) [654]
-----------------------------------------------
                0.00    0.00 1439982/1439982     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:345 @ 40fff9) [1554]
[655]    0.0    0.00    0.00 1439982         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) (stl_vector.h:167 @ 4106a8) [655]
-----------------------------------------------
                0.00    0.00 1439982/1439982     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:388 @ 4100e9) [1559]
[656]    0.0    0.00    0.00 1439982         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) (stl_vector.h:171 @ 410746) [656]
-----------------------------------------------
                0.00    0.00 1439982/1439982     std::vector<int, std::allocator<int> >::push_back(int const&) (stl_vector.h:913 @ 40fae5) [262]
[657]    0.0    0.00    0.00 1439982         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) (vector.tcc:318 @ 40fef8) [657]
-----------------------------------------------
                0.00    0.00 1439982/1439982     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const (stl_vector.h:1341 @ 41062f) [567]
[658]    0.0    0.00    0.00 1439982         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) (stl_algobase.h:216 @ 41091b) [658]
-----------------------------------------------
                0.00    0.00 1279982/1279982     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) (stl_vector.h:174 @ 410766) [1535]
[659]    0.0    0.00    0.00 1279982         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) (new_allocator.h:109 @ 4109e6) [659]
-----------------------------------------------
                0.00    0.00  978000/978000      UpdateTree() (troll.cpp:2967 @ 40b240) [1005]
[660]    0.0    0.00    0.00  978000         Species::UpdateSeed() (troll.cpp:700 @ 40241e) [660]
-----------------------------------------------
                0.00    0.00  640000/640000      OutputField() (troll.cpp:3216 @ 40c927) [1012]
[661]    0.0    0.00    0.00  640000         Tree::histdbh() (troll.cpp:1734 @ 405800) [661]
-----------------------------------------------
                0.00    0.00  160000/160000      Initialise() (troll.cpp:2049 @ 4071ce) [755]
[662]    0.0    0.00    0.00  160000         Tree::Tree() (troll.cpp:1040 @ 40f652) [662]
-----------------------------------------------
                0.00    0.00  160000/160000      std::allocator<int>::allocator() (allocator.h:113 @ 410a0e) [664]
[663]    0.0    0.00    0.00  160000         __gnu_cxx::new_allocator<int>::new_allocator() (new_allocator.h:79 @ 410bd8) [663]
-----------------------------------------------
                0.00    0.00  160000/160000      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() (stl_vector.h:86 @ 410780) [665]
[664]    0.0    0.00    0.00  160000         std::allocator<int>::allocator() (allocator.h:113 @ 410a0e) [664]
                0.00    0.00  160000/160000      __gnu_cxx::new_allocator<int>::new_allocator() (new_allocator.h:79 @ 410bd8) [663]
-----------------------------------------------
                0.00    0.00  160000/160000      std::_Vector_base<int, std::allocator<int> >::_Vector_base() (stl_vector.h:124 @ 410202) [666]
[665]    0.0    0.00    0.00  160000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() (stl_vector.h:86 @ 410780) [665]
                0.00    0.00  160000/160000      std::allocator<int>::allocator() (allocator.h:113 @ 410a0e) [664]
-----------------------------------------------
                0.00    0.00  160000/160000      std::vector<int, std::allocator<int> >::vector() (stl_vector.h:249 @ 40fb5f) [1576]
